Class,SKey,AY,YearAVG,Y1,Y2,Y3,Y4,E1,M1,S1,E2,M2,S2,E3,M3,S3,E4,M4,S4,ET1,MT1,ST1,ET2,MT2,ST2
8,5715,1415,78.154356,83.466045,88.169538,85.570782,84.929171,82.013629,93.089,87.075,87.488287,84.559142,88.7995,86.295224,89.2905,83.5175,85.615359,87.7468,87.785,81.705925,81.72,85.17,89.348965,89.604,87.5
8,5723,1415,86.676275,81.266149,85.894618,83.095888,88.639148,77.927629,79.732667,89.3035,81.620544,82.757857,91.2005,78.19648,85.1125,80.7295,86.808125,90.8152,94.5075,77.839629,90.176,92.19,84.331379,96.068,90.63
8,5813,1415,73.251718,75.621544,86.293656,78.423607,88.42537,73.558962,82.369667,88.647,86.000634,84.414142,91.4435,74.881829,74.0895,79.6485,85.191196,91.5744,93.733,78.558518,93.976,93.53,85.501379,92.304,86.25
8,5827,1415,78.652267,80.071785,80.634902,75.745619,79.995987,75.619592,82.848333,83.6765,79.293632,70.775714,83.1315,75.61821,72.50625,62.428,81.982587,72.966,74.04,73.47074,79.9,81.84,81.956206,74.304,66.88
9,5861,1415,87.680228,89.254011,84.843047,84.069814,89.176456,86.451727,89.60675,90.1265,86.443045,85.543,84.671,90.740318,75.663714,75.2725,89.361871,86.0355,80.8285,87.898636,85.93,87.84,83.247727,87.62,73.35
12,5880,1415,79.873533,84.318957,80.373761,74.087703,75.190722,81.480555,81.405872,NULL,77.975603,86.73725,NULL,81.978727,57.37125,67.896,84.683545,70.968,75.075,79.341666,71.105,75.26,74.135714,72.96,65.04
8,6022,1415,70.195481,80.28476,85.879353,90.041077,94.190247,78.828518,89.097,82.5,84.036082,93.684714,89.9875,88.646371,93.14175,84.8645,91.763505,96.4272,97.097,82.964444,96.976,94.34,88.414482,99,94.38
8,6026,1415,65.651353,70.694992,67.418023,72.948709,79.775396,67.859444,79.819,74.4465,73.584908,72.031,70.455,75.974478,68.91675,71.121,80.594676,80.6668,79.5345,67.733333,86.52,84.54,73.47,80.272,73.13
12,6031,1415,79.892965,73.50263,75.493308,80.414399,82.142804,72.528428,69.273333,NULL,69.637693,73.704,NULL,78.77359,76.6475,75.8185,78.36559,85.3875,84.5855,65.823,88.87,86.89,69.139523,88.78,83.51
8,7551,1415,94.399979,93.711682,94.991665,94.802138,95.167162,91.124962,97.668333,96.293,95.660452,94.555142,96.6685,95.436306,96.55375,94.493,94.69089,98.0192,94.4035,90.462222,96.976,98.34,95.145172,95,93.13
6,7552,1415,97.100123,95.19693,95.466669,96.535667,93.961622,94.376493,95.18,97.0905,95.999299,91.2342,94.321,96.037972,97.969466,91.46,96.826972,92.7508,85.543,95.851142,96,88.96,97.155357,90.004,79.38
6,7558,1415,87.345485,79.701093,84.356679,86.457413,83.820382,77.651007,82.36725,78.273,84.282236,84.5588,91.183,89.50195,83.417333,86.8275,81.841305,87.0016,79.126,79.154857,74.504,85,86.035357,87.504,74.38
6,7592,1415,88.626152,88.786231,89.317898,89.920586,85.28511,85.087428,83.4195,94.3695,87.745776,88.4696,85.401,90.814574,86.078666,88.368,86.455472,76.6016,82.696,85.445142,80.504,79.73,91.406666,74.504,71.25
12,7611,1415,73.475517,70.382365,79.576835,81.745667,85.361116,77.74192,72.771111,NULL,74.719873,82.7236,NULL,80.674386,83.727,77.2685,83.012613,83.73375,84.4255,74.93,88.43,84.62,73.572857,85.18,81.47
4,5641,1011,86.830379,88.368492,92.00235,91.387955,93.930625,87.779715,84.7836,87.0995,88.849165,93.45,90.805,90.25676,88.656,NULL,91.6575,97,NULL,85.284615,97.5,NULL,86.602775,97.5,NULL
4,5664,1011,86.049925,86.57139,84.84708,84.50229,82.70083,88.792453,92.8196,88.943,89.65125,87.098,85.605,88.64154,84.002,NULL,89.09625,78.75,NULL,87.140769,80,NULL,90.07222,78.75,NULL
4,5684,1011,90.249248,87.49065,84.390235,86.75396,82.55104,92.013487,84.9844,95.802,88.71333,85.492,89.9125,91.17066,89.654,NULL,87.4375,94.5,NULL,90.71,100,NULL,87.01944,100,NULL
4,5686,1011,89.952685,84.709845,88.09713,90.66743,85.89194,88.733284,77.326,88.7045,87.831665,85.676,86.72,91.01974,88.452,NULL,93.5725,99.5,NULL,88.207307,100,NULL,84.69444,97.5,NULL
3,5719,1011,89.107103,87.879841,92.11474,90,55.99604,86.452722,85.4508,87.7455,90.1829,93.308,NULL,87.5,92.5,NULL,71.74125,53.5,NULL,78.919444,67.5,NULL,87.541175,76.25,NULL
11,5721,1011,77.971271,68.773924,64.86494,67.20138,63.64005,72.96502,64.68675,NULL,75.150565,39.70375,54.125,70.03636,53.29,56.5675,71.97045,67.46,75.4,66.268125,47.6,72.9,79.406815,48.65,73.3
4,5723,1011,88.639148,85.205046,85.90125,92.54173,93.200625,91.232153,76.4892,85.7635,89.31458,85.314,73.395,93.017865,87.704,NULL,90.8675,96.5,NULL,88.628846,90,NULL,86.041665,95,NULL
6,5738,1011,84.34394,82.890772,88.895755,86.320005,82.75725,79.462894,87.703,79.5225,81.26709,92.264,83.755,89.07568,79.72,81.65,83.09722,82.78444,89.1675,79.721724,74.1,75,81.62857,82.5,88.15
10,5746,1011,80.714116,79.271225,85.461255,83.968465,81.609065,85.475704,79.420167,78.4645,86.788065,90.9375,81.8775,82.78265,92.923335,89.76,83.98174,84.296425,79.6275,86.676818,83.571425,81.85,85.40909,84.242855,79.85
9,5747,1011,93.845144,95.932409,94.899125,96.462005,94.265225,94.788954,98.3865,94.471,91.35688,94.8175,95.085,95.323015,97.207615,97.27,94.42061,96.835,95.9975,95.948181,92.05,99,90.40227,94.5,94.35
6,5748,1011,84.030308,83.254976,81.02478,87.061685,85.602355,83.938116,91.684,87.485,78.8432,76.594,92.58,85.416985,90.428,87.4575,85.923885,88.117775,90.97,82.79,83.75,90.65,81.48571,90.35,88.7
4,5755,1011,78.570781,72.779431,78.24206,82.77687,80.120295,85.185876,69.7028,82.878,83.171805,75.878,88.635,88.300735,71.956,NULL,81.12875,93,NULL,86.932307,97.5,NULL,79.86111,100,NULL
8,5761,1011,70.553067,72.9743,76.465515,79.204835,73.410985,61.782318,70.433,75.9335,73.254565,75.39607,66.0475,74.23382,81.853,73.4575,63.012995,84.935555,67.7875,69.360909,84.7,51.1,70.565515,73.05,75.7
5,5782,1011,89.660621,90.880904,88.732585,90.022755,89.994445,86.341759,91.6956,92.6575,86.709345,82.094,92.87,90.46319,84.526,97.875,90.28724,87.568885,NULL,83.019642,87.85,NULL,85.77115,85.35,NULL
4,5802,1011,90.028538,88.09467,87.503315,83.36091,85.55625,90.346961,78.33,96.5405,90.44472,81.6,96.255,83.53963,79.262,NULL,86.31875,95.25,NULL,89.868461,86.25,NULL,88.402775,100,NULL
5,5812,1011,76.285191,80.883912,78.269985,81.32446,85.95583,75.201192,83.8108,87.513,79.62567,74.5,65.935,83.67236,73.588,79.425,87.88305,77.508885,NULL,66.145,79.4,NULL,75.553845,86.9,NULL
4,5813,1011,88.42537,84.965716,89.035185,91.630615,94.29259,85.603912,81.4688,90.6795,87.9075,90.71,81.795,88.55529,92.156,NULL,92.674305,95.42222,NULL,82.935,100,NULL,84.341665,99.4,NULL
11,5843,1011,86.284467,87.427372,81.59916,83.88258,86.822945,75.735583,83.84,NULL,74.832155,79.28875,81.6525,70.26284,93.45875,75.545,75.97477,88.106,92.7525,67.396875,92.6,91.5,77.622725,94.3,88.6
4,5850,1011,89.723286,87.258072,93.75293,90.07636,97.016525,91.560976,80.6704,91.482,94.10458,91.69,95.515,94.10408,82.66,NULL,96.15625,97,NULL,91.838461,100,NULL,93.055555,100,NULL
6,5862,1011,93.345633,93.236119,89.427385,92.576,91.93758,95.039135,95.329,92.517,93.711695,79.912,99.11,96.15972,84.544,97.1525,93.960275,89.23111,93.8075,95.206551,80.65,91.25,92.91964,83.15,91.35
4,5890,1011,83.680936,76.713492,82.3907,85.28218,93.880205,77.655478,86.1568,69.658,84.070415,88.494,87.4925,87.95544,85,NULL,94.5,90.875,NULL,81.863846,95,NULL,83.513885,95,NULL
11,5408,1112,89.876814,91.493356,92.553777,93.298055,93.20614,92.649368,94.66025,NULL,93.239136,93.323666,95.364,93.193295,96.0575,88.53,90.328405,92.845835,94.0625,87.630625,93.25,89.85,94.6,97.2,92.15
5,5600,1112,83.258066,85.005199,82.508119,83.437665,91.4874,84.511176,86.1988,89.807,84.304846,74.638,84.4635,84.645,80.944,85.1,87.612535,91.358,NULL,83.062142,88.28,NULL,87.437692,85.76,NULL
6,5627,1112,82.787542,80.727687,84.592818,80.78258,82.019975,81.184678,79.187333,70.6645,78.771624,86.662,88.2745,84.255575,72.912,82.53,84.34944,76.32,75.875,84.562758,64,79.7,77.079642,79.1,89.05
6,5645,1112,92.482149,89.84516,90.294579,88.298625,91.00403,92.875976,89.1585,82.5075,90.08515,93.2128,89.134,88.501195,87.508,87.38,92.14861,89.446,87.875,93.16,84.26,93.75,90.61,86.22,98.75
7,5658,1112,92.683579,94.46427,91.028959,91.63545,93.128035,92.0305,92.886714,94.3605,89.872478,89.5234,91.648,91.31852,91.522,95.715,90.34553,91.688,96.0525,89.352068,92.64,96.5,86.994137,83,98.15
7,5709,1112,95.109902,96.752102,94.85319,94.447435,96.04586,96.015482,97.435857,96.753,93.805256,96.0832,96.877,90.819345,95.638,98.405,93.792435,95.796,97.925,94.43,91.98,95.65,91.039655,95,95.85
6,5720,1112,95.88249,96.064217,95.951436,95.30524,94.26894,95.264272,98.281,94.143,93.146277,97.2256,99.2965,94.829835,91.25,97.8825,94.543885,89.714,98.51,95.549655,95,96.9,94.097857,93.82,95.65
12,5721,1112,80.96983,77.971271,68.773924,64.86494,67.20138,78.635889,79.859746,NULL,72.96502,64.68675,NULL,75.150565,39.70375,54.125,70.03636,53.29,56.5675,75.154,60.175,54.9,78.973125,53.9,54.8
6,5722,1112,80.439666,79.237494,75.367057,83.954015,88.077315,80.273819,78.5325,70.457,70.641083,78.1924,70.8535,86.932795,72.44,80.395,89.43444,85.374,91.11,80.44,78,83.15,71.331071,90.12,87.4
7,5727,1112,91.658205,96.515476,95.267542,94.79673,94.04569,96.349034,96.300142,95.7575,95.220754,97.6904,93.7425,94.05977,93.944,96.605,95.285925,97.524,93.845,96.137931,96.12,96.5,95.932068,93.5,97.05
5,5754,1112,65.266675,85.027357,84.97297,87.01785,87.336695,83.963567,88.4576,84.9285,81.752267,85.3668,89.173,86.291805,88.354,80.885,88.532755,80.004,NULL,86.112857,64.5,NULL,82.746153,86.02,NULL
6,5812,1112,74.122635,76.285191,80.883912,78.269985,81.32446,75.443245,82.80875,62.347,75.201192,83.8108,87.513,79.62567,74.5,65.935,83.67236,73.588,79.425,72.396206,73.78,72.5,70.614642,77.16,81.5
5,5836,1112,87.882252,91.31081,87.381651,89.69681,94.136835,88.712478,94.3624,89.2765,88.985497,87.6204,81.247,90.471805,87.64,87.86,92.801175,94.356,NULL,88.319285,96.76,NULL,86.508846,94.52,NULL
7,5886,1112,73.352098,84.363949,81.152448,84.713865,86.723975,84.772189,85.554785,82.607,82.245622,81.2432,82.596,82.49849,84.202,86.345,87.370265,83.68,86.4275,83.326206,85.7,84.7,81.203793,73,88.8
11,3090,1213,89.910332,90.065187,91.874653,90.211189,84.8271,78.589149,92.05,NULL,87.254954,94.517833,89.069,85.068863,95.56525,84.206,78.511475,89.22,77.2125,79.154375,89,71.1,88.750454,85.7,82.6
11,3136,1213,61.220927,66.283909,74.839418,77.335772,73.543975,76.059864,14.77,NULL,79.48659,68.669666,63.6615,77.466272,76.010666,74.097,67.244835,71.40875,83.195,70.77,63.85,71.15,81.988181,63.3,84.15
12,3174,1213,70.390872,65.842648,59.026837,67.525605,67.92581,70.547111,52.603968,NULL,68.911715,48.8825,NULL,76.111454,63.088666,59.364,73.27625,60.595,68.185,68.696,72.625,47.55,66.66875,51.025,57.45
12,3180,1213,78.301706,70.573953,65.036714,62.281672,60.628005,68.616777,69.915714,NULL,71.536916,79.0832,NULL,74.005636,56.613333,40.581,62.50761,49.0725,49.1,64.491,61.125,43.95,72.003125,33,45.2
11,3185,1213,94.510729,93.504776,93.476055,93.254726,90.504735,89.357486,86.36,NULL,92.223454,96.91775,90.052,90.868454,97.7925,93.388,86.06463,91.5975,92.6875,89.130625,86.6,96.9,95.317727,92.1,91.3
10,3194,1213,74.597303,73.656948,71.954827,73.173,77.31367,68.777409,65.76625,88.6215,68.229136,80.57425,65.8345,63.381424,84.074,76.595,70.33769,85.182855,73.52,65.036818,90.521425,71.7,67.508181,86.32857,79.45
10,3235,1213,83.681804,88.86335,94.268085,86.987542,87.4792,84.71934,87.96425,90.222,87.800045,97.65375,93.762,80.744469,91.1542,94.3335,84.661695,91.431425,83.755,85.401363,87.9,76.3,88.623181,90.15,90.8
12,3268,1213,80.976081,75.531399,76.115156,78.85156,82.81501,72.280444,64.797778,NULL,73.609541,68.0495,NULL,78.026022,83.089,81.9685,69.61852,87.74,85.3375,69.478,92.475,95.3,73.768125,81.9,89.15
10,3290,1213,73.436375,70.445914,67.303013,60.089238,59.57734,70.353409,57.453666,67.19475,71.791045,67.8075,56.108,49.839954,62.4732,69.4835,60.619365,56.22071,56,66.889545,48.48571,60.3,64.965909,48.28571,72.7
10,3360,1213,65.561097,71.965849,70.322058,72.317588,79.469365,70.285227,63.091,59.5484,72.012045,65.6315,67.1215,68.707,71.9938,84.988,73.797345,80.830355,82.1125,73.635,87.83571,84.4,71.135454,81.38571,87.05
10,3370,1213,68.152215,71.05284,70.716386,66.808305,74.979885,72.88984,62.39925,63.047,68.142386,69.8105,64.118,55.654348,66.3004,74.711,68.390005,76.4525,83.82,74.197727,78.05,84.3,70.965454,74,91.7
12,3521,1213,77.278186,74.418419,74.107747,82.511426,79.317405,76.489259,62.111111,NULL,80.57984,66.2015,NULL,87.402681,74.299833,76.026,83.932725,76.23125,74.9675,78.053333,78.9,66.55,80.9975,70.075,65.65
9,3758,1213,71.565199,67.278379,65.570518,70.642901,71.70079,73.547136,64.258,56.354,65.98059,66.503,55.4075,76.017239,66.033214,72.1215,76.317085,61.445,83.0575,75.981818,56.9,73.6,67.295454,66.75,78.6
11,3773,1213,73.873383,75.323614,78.209563,71.33952,72.424365,74.44859,73.53825,NULL,83.643545,72.148166,75.239,75.821136,60.50325,65.958,68.066615,72.74625,75.105,72.71875,66.2,67.6,86.746818,63.9,81
12,3776,1213,84.895531,72.446837,79.252831,76.436383,78.6294,70.149002,46.592,NULL,84.697256,71.4135,NULL,80.250886,76.3105,65.3055,75.06386,89.1225,71.04,74.026666,92.775,74.15,83.468125,85.375,60.75
9,3784,1213,69.574455,76.969278,75.182952,69.760853,66.692305,74.993454,73.83125,68.9515,68.208977,73.6185,73.636,73.039716,67.131028,72.0055,71.48768,64.655,72.2075,72.246363,74.15,78,73.412727,67.95,67.95
11,3793,1213,68.183196,68.158107,67.307353,63.438826,64.457135,64.044628,54.55,NULL,75.822954,65.0065,64.4595,69.1505,63.2215,68.106,52.30745,77.60125,73.4,65.6575,69.05,67.2,78.395909,77.25,76.2
9,3800,1213,72.701649,67.812361,71.032012,76.3922,76.39838,62.302454,65.741,60.027,65.345272,73.7705,72.9905,74.48913,76.834057,70.325,73.03476,80.704,71.475,67.827272,84.6,77.45,73.438636,82.9,55.05
11,3801,1213,68.496784,74.869139,84.569039,85.720019,87.362525,70.526774,63.07,NULL,83.404363,83.550583,84.335,81.332045,86.9655,82.182,73.88819,91.8975,74.6025,69.78375,83.95,70.35,86.078181,96.2,78.1
9,3818,1213,81.941374,83.688762,78.473602,81.037991,78.50568,77.866136,90.8465,74.074,74.077522,79.8875,68.387,81.820321,78.228857,73.26,76.302815,78.785,65.805,74.841363,88.7,73.35,77.59909,90.9,49.2
9,3845,1213,70.695259,63.245992,63.970016,65.769712,65.45631,57.558954,59.99225,56.2145,40.739022,67.03775,76.4585,59.995182,72.504071,66.8375,61.11363,76.295,62.51,56.382272,73.95,66.6,54.777727,79.35,41.95
9,3893,1213,73.318614,63.801863,63.834959,65.692943,67.35738,73.849272,56.91925,49.5655,71.953704,60.0555,73.737,72.559256,62.460342,66.9395,83.722755,57.48,81.18,73.052727,57.85,81.9,70.848636,65.45,74.2
9,3926,1213,84.276984,83.446641,70.626729,79.629699,87.23224,77.480772,86.561,69.683,64.076636,81.446,69.7575,76.67168,85.469942,73.926,87.432095,89.78125,85.3625,81.78909,95.4,89.4,76.923181,96.9,85.8
11,3974,1213,89.598573,88.598757,88.705543,89.287751,91.906615,84.70819,73.86,NULL,88.262065,86.706,83.3845,90.608,87.947,86.106,85.27212,94.90875,91.9025,79.49125,93.6,89.5,86.417647,93.35,94.45
10,3980,1213,88.884861,92.702543,93.403634,93.34684,94.244715,91.156909,92.70075,90.163667,90.598795,94.079,90.0175,91.655515,88.5702,94.8305,92.007115,97.63107,91.5675,90.896363,98.371425,93.65,89.015909,96.07857,90.9
9,4064,1213,84.051401,81.00592,80.01357,82.053352,87.023985,79.273318,75.582,69.1065,80.349977,82.47425,74.633,87.59375,75.300971,79.8775,89.6731,86.795,87.305,81.38409,77.8,83.65,82.255454,87.6,80.65
9,4103,1213,81.085847,82.24704,89.237426,87.6858,85.444955,76.848909,86.234333,72.047,82.374431,89.21825,91.77,86.678978,88.647142,79.677,81.192815,85.373,74.0875,83.01,78.45,76.15,83.656363,83.7,79.2
11,4231,1213,87.425639,87.319575,90.161467,86.518397,85.58004,80.332656,63.07,NULL,85.173727,91.867583,90.367,83.888681,89.7395,83.285,79.079555,87.33125,87.71,79.213125,85.45,85.55,91.597727,76.95,89.65
8,4252,1213,77.239098,70.417067,74.952636,69.908018,75.542675,76.817363,71.022,57.809,72.726534,72.563142,69.7785,75.800022,78.0952,64.311,76.63213,73.254,75.285,73.66909,88.4,85.85,79.854482,73.6,67.85
9,4270,1213,74.61072,81.630967,84.163388,82.006934,82.53658,84.39059,86.96325,72.634,81.330477,86.111,88.5765,86.207011,83.907485,79.389,85.33429,90.817,69.9,84.822727,86.45,78.4,89.815909,91.5,58.5
8,4280,1213,74.277565,77.972927,53.592457,62.343001,59.504265,71.042,94.49,84.338,47.369772,63.55025,59.8155,66.905883,64.534971,60.3435,63.856225,64.593,67.3025,70.805909,76.2,74.6,46.985,70.85,55.55
10,4352,1213,76.980105,86.270783,86.055257,77.857188,85.82876,83.678068,92.830805,80.6005,82.253818,89.86725,80.912,72.392924,79.515,79.7525,85.351915,87.575,84.1475,85.330454,84.85,89.35,78.12409,83.821425,88.8
10,8651,1213,79.664836,85.006585,87.354927,83.094686,88.629905,87.967454,84.8635,83.678,90.339545,95.916,85.547,82.848136,84.652,86.8365,86.260915,91.88571,87.0175,86.990454,91.571425,86.9,89.973636,88.28571,92.95
5,8725,1213,84.828443,84.431671,89.140867,87.90722,93.280005,79.893305,89.167733,87.2845,88.000365,90.7504,84.002,91.168833,81.15,95.92,92.901135,93.3,NULL,78.232857,99,NULL,89.371153,92,NULL
5,8727,1213,87.071951,90.026816,90.749191,93.568693,93.35181,88.236069,92.0924,90.9295,88.778619,93.3136,93.274,92.478416,94.5008,91.189,93.49577,96.858,NULL,91.110714,98.52,NULL,91.84,93.52,NULL
9,8766,1213,96.16428,95.327295,95.101082,94.763988,89.192065,89.732818,97.56075,92.2305,88.066318,98.66375,94.318,92.872871,94.501714,92.068,81.12331,94.588,84.53,89.185,90.2,76.9,90.235,94.75,84.75
9,8772,1213,75.244945,74.706827,69.989917,80.248818,79.291625,69.666227,73.7555,63.391,69.787568,48.88325,78.9245,79.469956,77.880514,76.026,81.582545,75.254,78.57,73.691363,77.35,88.45,71.989545,84.7,79.8
7,8852,1213,96.503491,97.36941,93.805794,97.02775,95.96102,97.226421,98.580286,97.0755,96.161065,90.644,96.1035,94.469877,98.706,99.0465,93.760765,94.592,99.23,95.684827,92.52,99,96.28862,95,97.15
12,8859,1213,85.396637,79.820633,75.675573,78.793375,77.283545,69.438222,74.968889,NULL,82.216118,73.92025,NULL,86.409954,74.380166,73.7185,83.77818,64.86125,64.39,65.312,55.2,49.45,81.5525,48.625,63.85
4,8328,1314,90.828647,92.235602,89.961038,91.723702,85.353333,91.051826,88.003,94.1585,95.337944,78.7584,92.5,89.447352,90.0512,NULL,88.333333,100,NULL,90.092692,100,NULL,96.477222,NULL,NULL
4,8352,1314,90.459987,90.49106,92.461884,96.451984,94.183703,88.864326,90.7396,90.024,92.404222,93.3852,85.501,94.882308,98.7512,NULL,94.444444,100,NULL,89.887692,100,NULL,91.131111,NULL,NULL
4,8370,1314,92.417793,92.562529,94.119835,92.13108,94.869629,89.183264,89.9256,96.332,95.466222,90.3728,96.001,90.225154,89.7512,NULL,93.472222,99.166667,NULL,90.707307,100,NULL,95.174444,NULL,NULL
5,8390,1314,95.040158,96.6094,96.059208,91.889709,92.469417,95.789164,95.7668,96.9725,96.989288,97.581066,91.5705,93.607833,88.8512,89.625,93.202963,90.3324,NULL,94.561785,96.472,NULL,97.162692,88.44,NULL
4,8462,1314,85.457007,88.783438,85.462698,91.720811,84.822777,89.608461,86.0756,86.895,84.531055,83.71,78,87.766169,91.4616,NULL,88.888888,NULL,NULL,87.508461,NULL,NULL,86.807777,NULL,NULL
4,8467,1314,85.052803,89.449192,89.399041,92.499569,96.675185,87.835873,87.7244,87.8225,91.301222,85.43,87.126,92.534264,88.95,NULL,95.972222,100,NULL,85.3,100,NULL,92.277222,NULL,NULL
4,8470,1314,90.174994,91.241624,91.850717,92.377455,83.405185,90.988869,92.9064,94.308,94.612916,89.6392,92.875,90.968632,89.8544,NULL,94.305555,95,NULL,89.150769,100,NULL,93.491111,NULL,NULL
4,8472,1314,94.983975,94.54509,92.910273,93.429747,95.025555,93.031525,95.5244,96.363,93.688694,96.4664,91.876,92.420286,91.9284,NULL,100,100,NULL,91.698846,100,NULL,93.178888,NULL,NULL
4,8475,1314,85.682231,87.049875,87.62074,88.353488,86.452222,87.714544,81.2124,88.0245,91.338833,87.2444,82.001,88.163911,83.706,NULL,92.916666,91.666667,NULL,89.089615,90,NULL,92.449444,NULL,NULL
7,8500,1314,93.941905,97.592651,93.532242,93.583715,93.665199,95.595362,98.444857,98.9145,92.217848,97.10575,93.0785,91.823035,97.728,93.9025,92.750737,95.222,94.751,94.782068,91.004,89.93,93.047241,90.976,96.13
5,8520,1314,79.418437,86.534512,86.644689,77.377603,71.519573,79.412019,92.486,90.042,87.864047,81.592666,94.3225,86.684861,65.3008,73.611,75.203698,66.5148,NULL,77.239285,61.07,NULL,88.97423,63.504,NULL
6,8584,1314,97.203888,96.831571,96.278426,95.555794,91.823066,94.896745,97.036,98.95,96.243972,98.390533,88.791,95.857923,94.3444,96.511,93.675805,91.4504,95.626,95.054827,97,96.25,95.173928,97.252,95.63
7,8618,1314,73.131567,80.605931,81.178526,82.450298,86.992059,79.297496,75.638142,74.103,82.745216,75.63025,73.608,85.045728,81.188,71.84,88.367264,84.4792,71.2905,84.727586,83,65.83,82.877586,89.652,67.6
11,8651,1314,83.438583,79.664836,85.006585,87.354927,83.094686,85.42492,83.99315,NULL,87.967454,84.8635,83.678,90.339545,95.916,85.547,82.848136,84.652,86.8365,85.030952,83.99,87.2,87.308636,94.51,81.1
10,8656,1314,86.816833,91.887508,90.763798,91.710506,96.356496,91.345792,91.208,94.246666,91.156409,95.348,91.014,91.077068,96.51275,97.444,95.804904,97.9528,97.6335,87.821363,96.425714,95.69,94.642727,97.908571,96.57
11,8660,1314,91.74618,93.266933,95.789936,96.605985,96.117076,83.468687,99.24725,NULL,93.840295,99.244861,94.34625,92.052159,98.54325,95.519,91.761636,95.457,97.504,82.610952,97.46,95.48,93.141818,100,92.04
6,8727,1314,87.088774,87.071951,90.026816,90.749191,93.568693,86.574921,86.119333,86.714,88.236069,92.0924,90.9295,88.778619,93.3136,93.274,92.478416,94.5008,91.189,84.682758,93.752,94.69,88.791071,91.752,91.88
5,8738,1314,82.529889,89.559083,86.144311,83.546875,88.449294,85.553791,92.5096,81.9005,88.226796,86.5741,71.274,85.581083,92.7012,72.668,88.120838,90.7156,NULL,86.401428,89.824,NULL,90.390769,96.004,NULL
4,8758,1314,87.580439,89.287231,85.810365,87.268059,75.442222,89.723788,94.7056,77.7625,91.574388,84.494,72.501,86.100066,86.566,NULL,87.916666,89.166667,NULL,88.71423,93.75,NULL,90.523333,NULL,NULL
7,8775,1314,71.098362,85.707693,86.531221,89.041253,87.523953,81.925406,88.187428,79.6735,85.919764,91.2585,78.7,86.89746,91.382,87.125,86.379059,91.632,81.2405,83.206896,89,84.32,84.903793,92.796,70
9,8780,1314,90.236068,93.463596,91.22099,93.980191,91.6281,94.476954,92.268,95.6885,89.047909,90.433,89.102,95.834655,96.705,94.546,94.034465,95.223,89.8945,91.155909,96.71,95.5,89.16909,99.22,92.18
8,8852,1314,97.84991,96.503491,97.36941,93.805794,97.02775,94.331151,98.186333,99.4485,97.226421,98.580286,97.0755,96.161065,90.644,96.1035,94.469877,98.706,99.0465,93.607727,98,100,97.008965,99,95.99
6,8865,1314,97.593771,97.60747,97.963743,94.918201,92.936989,94.994837,99.498667,98.822,96.40743,99.7912,96.725,93.305506,96.1656,92.9635,91.460666,93.7512,92.659,94.622413,96.004,96.57,94.666071,94.252,89.38
5,8868,1314,96.543956,96.903266,97.76721,95.091211,95.429081,96.857287,95.9958,98.768,96.850553,97.493866,99.0435,94.618916,93.8012,95.335,92.780889,97.4508,NULL,96.221428,99.5,NULL,96.696153,93.004,NULL
3,6528,1011,78.873467,83.014993,55.530885,68.61054,69.19375,83.141583,89.602,81.1075,63.97597,68.318,45.03,52.5843,76.204,NULL,59.9375,98.5,NULL,81.083888,100,NULL,57.188885,100,NULL
10,6562,1011,74.018917,81.419551,76.73958,75.145655,78.91089,77.34209,75.087,78.433,71.83159,73.5775,77.2975,69.76492,72.815,74.695,73.83358,81.236425,66.685,82.800909,71.43571,67.15,78.181815,79.521425,61.85
4,6589,1011,83.93396,81.113716,82.133495,85.884055,59.52333,82.024576,73.5752,78.4815,81.805275,80.404,82.9375,82.901285,86.012,NULL,47.2825,96,NULL,72.339615,100,NULL,83.716665,97.5,NULL
5,6601,1011,71.842793,80.858607,85.277065,84.790255,90.684495,83.17318,87.5316,92.3855,87.55875,89.14,90.05,89.81875,83.472,96.38,92.882385,89.668885,NULL,82.376428,88.45,NULL,84.442305,83.75,NULL
4,6632,1011,90.286647,88.809624,82.09568,89.85675,87.189285,90.046391,82.794,89.3645,87.390275,81.868,69.8,90.975695,86.954,NULL,76.8,97,NULL,88.194615,97.5,NULL,86.530555,92.5,NULL
5,6671,1011,75.414087,83.856477,85.11143,85.122055,88.08084,75.76645,94.648,82.6415,75.41741,93.06,79.5125,79.2625,86.278,85.735,85.247535,87.56222,NULL,73.555714,94.1,NULL,68.259615,87.5,NULL
6,6675,1011,95.699488,87.826638,89.374565,90.16056,85.642535,86.051613,92.307667,85.476,85.770195,91.93,96.23,89.657775,86.272,85.7775,81.346385,89.56,85.785,81.985862,76.9,76.9,79.95357,88.75,88.9
4,6693,1011,87.846837,90.475196,88.83368,88.8058,89.968125,90.06479,94.84,89.3475,88.02597,95.216,84.15,91.90518,94.26,NULL,94.595,100,NULL,87.71,100,NULL,90.83333,100,NULL
9,6703,1011,71.170822,78.731022,77.87683,76.48528,81.46299,82.007545,80.90125,73.972,75.109745,74.2225,88.2075,83.36681,76.52254,70.84,83.35586,83.922,77.3825,82.079545,70.15,77.1,77.175,87.05,78.6
5,6704,1011,97.741367,96.312661,92.27601,89.95326,92.48304,92.87388,99.3336,98.979,92.71804,93.214,90.0625,91.31583,89.476,92.675,94.209815,93.175555,NULL,89.386785,90.65,NULL,92.278845,95.65,NULL
